order_id,date,region,category,unit_price,quantity,discount,revenue
ORD-0070,2023-01-26 03:23:14.594594,East,Furniture,189.93,7,0.15,1130.08
ORD-0071,2023-01-26 12:07:55.675675,West,Electronics,355.93,3,0.2,854.23
ORD-0072,2023-01-26 20:52:36.756756,East,Sports,283.33,3,0.15,722.49
ORD-0073,2023-01-27 05:37:17.837837,East,Sports,263.9,6,0.0,1583.4
ORD-0074,2023-01-27 14:21:58.918918,South,Clothing,69.79,3,0.05,198.9
ORD-0075,2023-01-27 23:06:40.000000,West,Sports,199.39,2,0.0,398.78
ORD-0076,2023-01-28 07:51:21.081081,North,Clothing,85.17,8,0.0,681.36
ORD-0077,2023-01-28 16:36:02.162162,East,Electronics,1376.09,5,0.15,5848.38
ORD-0078,2023-01-29 01:20:43.243243,West,Furniture,296.96,1,0.0,296.96
ORD-0079,2023-01-29 10:05:24.324324,South,Furniture,188.33,3,0.15,480.24
ORD-0080,2023-01-29 18:50:05.405405,North,Furniture,178.11,8,0.2,1139.9
ORD-0081,2023-01-30 03:34:46.486486,West,Sports,171.92,4,0.15,584.53
ORD-0082,2023-01-30 12:19:27.567567,North,Electronics,430.98,7,0.0,3016.86
ORD-0083,2023-01-30 21:04:08.648648,North,Sports,178.7,2,0.0,357.4
ORD-0084,2023-01-31 05:48:49.729729,North,Sports,270.16,7,0.15,1607.45
ORD-0085,2023-01-31 14:33:30.810810,East,Electronics,629.13,5,0.0,3145.65
ORD-0086,2023-01-31 23:18:11.891891,East,Electronics,368.02,5,0.0,1840.1
ORD-0087,2023-02-01 08:02:52.972972,South,Electronics,1496.43,6,0.0,8978.58
ORD-0088,2023-02-01 16:47:34.054054,South,Electronics,788.81,9,0.0,7099.29
ORD-0089,2023-02-02 01:32:15.135135,West,Furniture,90.91,6,0.0,545.46
ORD-0090,2023-02-02 10:16:56.216216,South,Food & Beverage,4.74,8,0.05,36.02
ORD-0091,2023-02-02 19:01:37.297297,North,Food & Beverage,7.06,7,0.05,46.95
ORD-0092,2023-02-03 03:46:18.378378,North,Electronics,959.8,9,0.1,7774.38
ORD-0093,2023-02-03 12:30:59.459459,East,Food & Beverage,32.31,4,0.2,103.39
ORD-0094,2023-02-03 21:15:40.540540,North,Food & Beverage,18.62,2,0.15,31.65
ORD-0095,2023-02-04 06:00:21.621621,West,Electronics,142.12,7,0.2,795.87
ORD-0096,2023-02-04 14:45:02.702702,North,Food & Beverage,17.12,6,0.0,102.72
ORD-0097,2023-02-04 23:29:43.783783,North,Sports,298.87,1,0.0,298.87
ORD-0098,2023-02-05 08:14:24.864864,West,Clothing,110.53,9,0.05,945.03
ORD-0099,2023-02-05 16:59:05.945945,South,Clothing,194.5,9,0.2,1400.4
ORD-0100,2023-02-06 01:43:47.027027,South,Electronics,1298.13,2,0.0,2596.26
ORD-0101,2023-02-06 10:28:28.108108,West,Furniture,46.43,3,0.05,132.33
ORD-0102,2023-02-06 19:13:09.189189,East,Electronics,1095.05,5,0.0,5475.25
ORD-0103,2023-02-07 03:57:50.270270,North,Furniture,421.76,5,0.2,1687.04
ORD-0104,2023-02-07 12:42:31.351351,West,Clothing,112.02,1,0.05,106.42
ORD-0105,2023-02-07 21:27:12.432432,North,Electronics,436.9,8,0.15,2970.92
ORD-0106,2023-02-08 06:11:53.513513,East,Sports,195.16,8,0.15,1327.09
ORD-0107,2023-02-08 14:56:34.594594,North,Food & Beverage,7.13,4,0.1,25.67
ORD-0108,2023-02-08 23:41:15.675675,West,Furniture,283.47,7,0.1,1785.86
ORD-0109,2023-02-09 08:25:56.756756,North,Food & Beverage,19.79,3,0.05,56.4
ORD-0110,2023-02-09 17:10:37.837837,South,Food & Beverage,38.29,6,0.0,229.74
ORD-0111,2023-02-10 01:55:18.918918,East,Electronics,1319.99,9,0.15,10097.92
ORD-0112,2023-02-10 10:40:00.000000,East,Food & Beverage,12.75,1,0.0,12.75
ORD-0113,2023-02-10 19:24:41.081081,East,Sports,154.17,5,0.0,770.85
ORD-0114,2023-02-11 04:09:22.162162,West,Food & Beverage,9.61,4,0.05,36.52
ORD-0115,2023-02-11 12:54:03.243243,East,Electronics,1373.31,8,0.0,10986.48
ORD-0116,2023-02-11 21:38:44.324324,South,Sports,262.19,1,0.15,222.86
ORD-0117,2023-02-12 06:23:25.405405,West,Clothing,66.7,9,0.0,600.3
ORD-0118,2023-02-12 15:08:06.486486,South,Food & Beverage,26.64,6,0.1,143.86
ORD-0119,2023-02-12 23:52:47.567567,North,Electronics,933.01,4,0.0,3732.04
ORD-0120,2023-02-13 08:37:28.648648,North,Clothing,39.04,9,0.0,351.36
ORD-0121,2023-02-13 17:22:09.729729,North,Clothing,154.88,5,0.0,774.4
ORD-0122,2023-02-14 02:06:50.810810,North,Furniture,342.05,5,0.15,1453.71
ORD-0123,2023-02-14 10:51:31.891891,South,Sports,235.36,5,0.15,1000.28
ORD-0124,2023-02-14 19:36:12.972972,West,Food & Beverage,22.62,1,0.0,22.62
ORD-0125,2023-02-15 04:20:54.054054,West,Electronics,50.83,1,0.05,48.29
ORD-0126,2023-02-15 13:05:35.135135,East,Furniture,221.53,8,0.0,1772.24
ORD-0127,2023-02-15 21:50:16.216216,South,Sports,13.69,8,0.05,104.04
ORD-0128,2023-02-16 06:34:57.297297,North,Furniture,560.3,6,0.05,3193.71
ORD-0129,2023-02-16 15:19:38.378378,South,Sports,264.59,4,0.0,1058.36
ORD-0130,2023-02-17 00:04:19.459459,East,Sports,250.85,2,0.0,501.7
ORD-0131,2023-02-17 08:49:00.540540,East,Food & Beverage,14.38,2,0.1,25.88
ORD-0132,2023-02-17 17:33:41.621621,South,Sports,24.91,9,0.15,190.56
ORD-0133,2023-02-18 02:18:22.702702,South,Furniture,531.69,5,0.15,2259.68
ORD-0134,2023-02-18 11:03:03.783783,South,Sports,284.51,4,0.0,1138.04
ORD-0135,2023-02-18 19:47:44.864864,West,Food & Beverage,6.17,1,0.2,4.94
ORD-0136,2023-02-19 04:32:25.945945,North,Food & Beverage,20.98,7,0.2,117.49
ORD-0137,2023-02-19 13:17:07.027027,South,Furniture,78.76,3,0.2,189.02
ORD-0138,2023-02-19 22:01:48.108108,South,Clothing,154.51,6,0.1,834.35
ORD-0139,2023-02-20 06:46:29.189189,South,Clothing,155.51,5,0.15,660.92
ORD-0140,2023-02-20 15:31:10.270270,East,Sports,45.49,5,0.0,227.45
ORD-0141,2023-02-21 00:15:51.351351,East,Electronics,739.16,5,0.15,3141.43
ORD-0142,2023-02-21 09:00:32.432432,West,Sports,168.54,1,0.05,160.11
ORD-0143,2023-02-21 17:45:13.513513,North,Furniture,188.43,1,0.0,188.43
ORD-0144,2023-02-22 02:29:54.594594,West,Furniture,528.56,3,0.0,1585.68
ORD-0145,2023-02-22 11:14:35.675675,North,Furniture,276.96,4,0.15,941.66
ORD-0146,2023-02-22 19:59:16.756756,East,Furniture,158.61,5,0.0,793.05
ORD-0147,2023-02-23 04:43:57.837837,East,Furniture,342.01,2,0.1,615.62
ORD-0148,2023-02-23 13:28:38.918918,East,Food & Beverage,30.01,8,0.2,192.06
ORD-0149,2023-02-23 22:13:20.000000,West,Clothing,48.22,2,0.1,86.8
ORD-0150,2023-02-24 06:58:01.081081,South,Furniture,214.56,9,0.1,1737.94
ORD-0151,2023-02-24 15:42:42.162162,South,Electronics,1492.97,2,0.05,2836.64
ORD-0152,2023-02-25 00:27:23.243243,East,Electronics,992.32,9,0.1,8037.79
ORD-0153,2023-02-25 09:12:04.324324,South,Electronics,685.25,7,0.0,4796.75
ORD-0154,2023-02-25 17:56:45.405405,South,Electronics,800.48,8,0.05,6083.65
ORD-0155,2023-02-26 02:41:26.486486,West,Food & Beverage,7.48,2,0.0,14.96
ORD-0156,2023-02-26 11:26:07.567567,North,Electronics,375.81,7,0.1,2367.6
ORD-0157,2023-02-26 20:10:48.648648,East,Furniture,229.33,6,0.1,1238.38
ORD-0158,2023-02-27 04:55:29.729729,East,Sports,179.79,4,0.0,719.16
ORD-0159,2023-02-27 13:40:10.810810,West,Electronics,383.67,7,0.1,2417.12
ORD-0160,2023-02-27 22:24:51.891891,West,Food & Beverage,11.15,4,0.0,44.6
ORD-0161,2023-02-28 07:09:32.972972,South,Food & Beverage,5.63,2,0.05,10.7
ORD-0162,2023-02-28 15:54:14.054054,East,Electronics,965.1,7,0.0,6755.7
ORD-0163,2023-03-01 00:38:55.135135,North,Sports,74.85,8,0.0,598.8
ORD-0164,2023-03-01 09:23:36.216216,West,Electronics,1362.86,2,0.0,2725.72
ORD-0165,2023-03-01 18:08:17.297297,North,Food & Beverage,34.81,5,0.0,174.05
ORD-0166,2023-03-02 02:52:58.378378,North,Clothing,23.46,1,0.1,21.11
ORD-0167,2023-03-02 11:37:39.459459,East,Furniture,173.28,7,0.2,970.37
ORD-0168,2023-03-02 20:22:20.540540,East,Food & Beverage,27.75,8,0.2,177.6
ORD-0169,2023-03-03 05:07:01.621621,West,Electronics,360.64,6,0.05,2055.65
ORD-0170,2023-03-03 13:51:42.702702,East,Furniture,114.09,5,0.15,484.88
ORD-0171,2023-03-03 22:36:23.783783,East,Electronics,1406.5,6,0.05,8017.05
ORD-0172,2023-03-04 07:21:04.864864,East,Electronics,878.01,2,0.15,1492.62
ORD-0173,2023-03-04 16:05:45.945945,North,Clothing,99.81,1,0.2,79.85
ORD-0174,2023-03-05 00:50:27.027027,West,Furniture,479.39,7,0.2,2684.58
ORD-0175,2023-03-05 09:35:08.108108,South,Furniture,492.2,7,0.0,3445.4
ORD-0176,2023-03-05 18:19:49.189189,North,Clothing,46.18,2,0.0,92.36
ORD-0177,2023-03-06 03:04:30.270270,East,Food & Beverage,6.59,2,0.0,13.18
ORD-0178,2023-03-06 11:49:11.351351,North,Electronics,675.02,1,0.05,641.27
ORD-0179,2023-03-06 20:33:52.432432,East,Sports,131.68,8,0.1,948.1
ORD-0180,2023-03-07 05:18:33.513513,East,Electronics,727.19,8,0.15,4944.89
ORD-0181,2023-03-07 14:03:14.594594,North,Electronics,1107.16,1,0.1,996.44
ORD-0182,2023-03-07 22:47:55.675675,West,Food & Beverage,27.91,8,0.0,223.28
ORD-0183,2023-03-08 07:32:36.756756,East,Electronics,1477.04,9,0.15,11299.36
ORD-0184,2023-03-08 16:17:17.837837,West,Clothing,28.7,4,0.05,109.06
ORD-0185,2023-03-09 01:01:58.918918,South,Clothing,86.5,1,0.0,86.5
ORD-0186,2023-03-09 09:46:40.000000,East,Furniture,230.01,1,0.1,207.01
ORD-0187,2023-03-09 18:31:21.081081,West,Sports,259.61,3,0.0,778.83
ORD-0188,2023-03-10 03:16:02.162162,West,Electronics,410.55,5,0.05,1950.11
ORD-0189,2023-03-10 12:00:43.243243,South,Electronics,325.8,5,0.2,1303.2
ORD-0190,2023-03-10 20:45:24.324324,West,Food & Beverage,19.6,9,0.2,141.12
ORD-0191,2023-03-11 05:30:05.405405,West,Clothing,90.16,2,0.05,171.3
ORD-0192,2023-03-11 14:14:46.486486,South,Sports,89.34,2,0.05,169.75
ORD-0193,2023-03-11 22:59:27.567567,East,Furniture,179.89,6,0.05,1025.37
ORD-0194,2023-03-12 07:44:08.648648,West,Clothing,185.42,9,0.15,1418.46
ORD-0195,2023-03-12 16:28:49.729729,West,Furniture,288.15,1,0.05,273.74
ORD-0196,2023-03-13 01:13:30.810810,West,Food & Beverage,34.87,9,0.1,282.45
ORD-0197,2023-03-13 09:58:11.891891,North,Food & Beverage,23.36,9,0.0,210.24
ORD-0198,2023-03-13 18:42:52.972972,South,Electronics,123.35,9,0.15,943.63
ORD-0199,2023-03-14 03:27:34.054054,North,Sports,299.79,5,0.05,1424.0
ORD-0200,2023-03-14 12:12:15.135135,South,Furniture,508.18,9,0.0,4573.62
ORD-0201,2023-03-14 20:56:56.216216,East,Clothing,194.11,4,0.0,776.44
ORD-0202,2023-03-15 05:41:37.297297,East,Food & Beverage,37.28,2,0.0,74.56
ORD-0203,2023-03-15 14:26:18.378378,West,Electronics,1280.61,6,0.2,6146.93
ORD-0204,2023-03-15 23:10:59.459459,South,Electronics,291.15,4,0.0,1164.6
ORD-0205,2023-03-16 07:55:40.540540,East,Furniture,311.96,6,0.0,1871.76
ORD-0206,2023-03-16 16:40:21.621621,South,Food & Beverage,10.91,3,0.2,26.18
ORD-0207,2023-03-17 01:25:02.702702,East,Sports,125.1,6,0.15,638.01
ORD-0208,2023-03-17 10:09:43.783783,North,Food & Beverage,5.17,2,0.15,8.79
ORD-0209,2023-03-17 18:54:24.864864,East,Furniture,252.22,2,0.15,428.77
ORD-0210,2023-03-18 03:39:05.945945,North,Furniture,591.77,9,0.0,5325.93
ORD-0211,2023-03-18 12:23:47.027027,East,Food & Beverage,12.81,7,0.0,89.67
ORD-0212,2023-03-18 21:08:28.108108,West,Furniture,479.08,3,0.0,1437.24
ORD-0213,2023-03-19 05:53:09.189189,North,Food & Beverage,19.84,1,0.1,17.86
ORD-0214,2023-03-19 14:37:50.270270,East,Clothing,90.37,8,0.05,686.81
ORD-0215,2023-03-19 23:22:31.351351,West,Food & Beverage,38.42,6,0.15,195.94
ORD-0216,2023-03-20 08:07:12.432432,North,Food & Beverage,39.83,7,0.0,278.81
ORD-0217,2023-03-20 16:51:53.513513,West,Furniture,351.23,9,0.0,3161.07
ORD-0218,2023-03-21 01:36:34.594594,South,Furniture,442.31,5,0.0,2211.55
ORD-0219,2023-03-21 10:21:15.675675,South,Electronics,274.46,1,0.05,260.74
ORD-0220,2023-03-21 19:05:56.756756,North,Electronics,480.23,7,0.0,3361.61
ORD-0221,2023-03-22 03:50:37.837837,East,Clothing,194.05,5,0.0,970.25
ORD-0222,2023-03-22 12:35:18.918918,North,Electronics,889.81,3,0.0,2669.43
ORD-0223,2023-03-22 21:20:00.000000,West,Food & Beverage,23.06,9,0.1,186.79
ORD-0224,2023-03-23 06:04:41.081081,East,Furniture,458.87,1,0.1,412.98
ORD-0225,2023-03-23 14:49:22.162162,South,Electronics,132.89,1,0.0,132.89
ORD-0226,2023-03-23 23:34:03.243243,East,Electronics,897.06,1,0.0,897.06
ORD-0227,2023-03-24 08:18:44.324324,South,Clothing,105.54,3,0.15,269.13
ORD-0228,2023-03-24 17:03:25.405405,East,Clothing,172.02,6,0.0,1032.12
ORD-0229,2023-03-25 01:48:06.486486,East,Food & Beverage,8.83,3,0.1,23.84
ORD-0230,2023-03-25 10:32:47.567567,East,Furniture,578.04,8,0.05,4393.1
ORD-0231,2023-03-25 19:17:28.648648,West,Clothing,25.22,2,0.0,50.44
ORD-0232,2023-03-26 04:02:09.729729,West,Electronics,319.45,9,0.1,2587.54
ORD-0233,2023-03-26 12:46:50.810810,North,Furniture,373.22,3,0.1,1007.69
ORD-0234,2023-03-26 21:31:31.891891,North,Furniture,418.12,5,0.15,1777.01
ORD-0235,2023-03-27 06:16:12.972972,South,Electronics,391.05,8,0.0,3128.4
ORD-0236,2023-03-27 15:00:54.054054,West,Clothing,32.78,2,0.15,55.73
ORD-0237,2023-03-27 23:45:35.135135,South,Electronics,1340.92,6,0.0,8045.52
ORD-0238,2023-03-28 08:30:16.216216,North,Furniture,177.88,5,0.15,755.99
ORD-0239,2023-03-28 17:14:57.297297,South,Sports,181.6,9,0.0,1634.4
ORD-0240,2023-03-29 01:59:38.378378,North,Sports,188.86,5,0.05,897.08
ORD-0241,2023-03-29 10:44:19.459459,West,Food & Beverage,18.51,2,0.05,35.17
ORD-0242,2023-03-29 19:29:00.540540,East,Electronics,896.32,5,0.0,4481.6
ORD-0243,2023-03-30 04:13:41.621621,West,Electronics,808.03,4,0.0,3232.12
ORD-0244,2023-03-30 12:58:22.702702,South,Food & Beverage,37.58,7,0.2,210.45
ORD-0245,2023-03-30 21:43:03.783783,South,Food & Beverage,10.56,6,0.1,57.02
ORD-0246,2023-03-31 06:27:44.864864,West,Food & Beverage,29.5,2,0.1,53.1
ORD-0247,2023-03-31 15:12:25.945945,West,Furniture,173.66,5,0.0,868.3
ORD-0248,2023-03-31 23:57:07.027027,North,Electronics,623.89,7,0.15,3712.15
ORD-0249,2023-04-01 08:41:48.108108,South,Furniture,416.15,7,0.0,2913.05
ORD-0250,2023-04-01 17:26:29.189189,South,Food & Beverage,14.1,5,0.0,70.5
ORD-0251,2023-04-02 02:11:10.270270,West,Electronics,508.46,9,0.15,3889.72
ORD-0252,2023-04-02 10:55:51.351351,East,Furniture,461.04,4,0.15,1567.54
ORD-0253,2023-04-02 19:40:32.432432,South,Furniture,80.62,3,0.0,241.86
ORD-0254,2023-04-03 04:25:13.513513,East,Food & Beverage,19.96,4,0.0,79.84
ORD-0255,2023-04-03 13:09:54.594594,West,Electronics,1497.76,5,0.1,6739.92
ORD-0256,2023-04-03 21:54:35.675675,West,Food & Beverage,39.86,6,0.0,239.16
ORD-0257,2023-04-04 06:39:16.756756,North,Electronics,156.23,3,0.0,468.69
ORD-0258,2023-04-04 15:23:57.837837,South,Sports,70.24,2,0.0,140.48
ORD-0259,2023-04-05 00:08:38.918918,East,Clothing,60.39,4,0.1,217.4
ORD-0260,2023-04-05 08:53:20.000000,North,Clothing,187.32,5,0.0,936.6
ORD-0261,2023-04-05 17:38:01.081081,South,Clothing,177.36,4,0.0,709.44
ORD-0262,2023-04-06 02:22:42.162162,North,Food & Beverage,35.53,3,0.2,85.27
ORD-0263,2023-04-06 11:07:23.243243,West,Sports,115.9,8,0.2,741.76
ORD-0264,2023-04-06 19:52:04.324324,South,Electronics,278.73,4,0.0,1114.92
ORD-0265,2023-04-07 04:36:45.405405,North,Furniture,506.9,2,0.2,811.04
ORD-0266,2023-04-07 13:21:26.486486,North,Electronics,1070.13,2,0.1,1926.23
ORD-0267,2023-04-07 22:06:07.567567,East,Furniture,382.54,1,0.0,382.54
ORD-0268,2023-04-08 06:50:48.648648,North,Electronics,1481.49,4,0.15,5037.07
ORD-0269,2023-04-08 15:35:29.729729,South,Sports,198.96,9,0.0,1790.64
ORD-0270,2023-04-09 00:20:10.810810,South,Furniture,44.38,7,0.0,310.66
ORD-0271,2023-04-09 09:04:51.891891,East,Food & Beverage,33.23,7,0.1,209.35
ORD-0272,2023-04-09 17:49:32.972972,South,Electronics,484.1,7,0.2,2710.96
ORD-0273,2023-04-10 02:34:14.054054,West,Electronics,1011.91,8,0.15,6880.99
ORD-0274,2023-04-10 11:18:55.135135,South,Furniture,565.8,1,0.1,509.22
ORD-0275,2023-04-10 20:03:36.216216,South,Food & Beverage,7.97,8,0.0,63.76
ORD-0276,2023-04-11 04:48:17.297297,North,Food & Beverage,7.27,4,0.05,27.63
ORD-0277,2023-04-11 13:32:58.378378,North,Sports,39.25,4,0.0,157.0
ORD-0278,2023-04-11 22:17:39.459459,South,Food & Beverage,23.47,4,0.05,89.19
ORD-0279,2023-04-12 07:02:20.540540,East,Food & Beverage,13.08,6,0.1,70.63
ORD-0280,2023-04-12 15:47:01.621621,North,Food & Beverage,25.38,7,0.1,159.89
ORD-0281,2023-04-13 00:31:42.702702,East,Clothing,146.35,6,0.1,790.29
ORD-0282,2023-04-13 09:16:23.783783,South,Sports,67.45,1,0.05,64.08
ORD-0283,2023-04-13 18:01:04.864864,South,Electronics,969.65,8,0.1,6981.48
ORD-0284,2023-04-14 02:45:45.945945,West,Furniture,187.83,7,0.0,1314.81
ORD-0285,2023-04-14 11:30:27.027027,North,Electronics,758.37,6,0.1,4095.2
ORD-0286,2023-04-14 20:15:08.108108,South,Sports,272.36,6,0.0,1634.16
ORD-0287,2023-04-15 04:59:49.189189,West,Furniture,513.82,5,0.2,2055.28
ORD-0288,2023-04-15 13:44:30.270270,North,Sports,34.95,6,0.05,199.22
ORD-0289,2023-04-15 22:29:11.351351,South,Food & Beverage,18.67,9,0.0,168.03
ORD-0290,2023-04-16 07:13:52.432432,South,Furniture,194.94,9,0.1,1579.01
ORD-0291,2023-04-16 15:58:33.513513,North,Food & Beverage,3.13,8,0.0,25.04
ORD-0292,2023-04-17 00:43:14.594594,North,Electronics,1168.12,9,0.0,10513.08
ORD-0293,2023-04-17 09:27:55.675675,North,Electronics,973.81,8,0.15,6621.91
ORD-0294,2023-04-17 18:12:36.756756,South,Furniture,186.69,8,0.2,1194.82
ORD-0295,2023-04-18 02:57:17.837837,South,Furniture,455.09,1,0.15,386.83
ORD-0296,2023-04-18 11:41:58.918918,West,Sports,169.09,5,0.1,760.91
ORD-0297,2023-04-18 20:26:40.000000,East,Sports,132.88,4,0.2,425.22
ORD-0298,2023-04-19 05:11:21.081081,North,Food & Beverage,3.36,2,0.2,5.38
ORD-0299,2023-04-19 13:56:02.162162,South,Furniture,82.14,8,0.0,657.12
ORD-0300,2023-04-19 22:40:43.243243,South,Electronics,1330.5,3,0.2,3193.2
ORD-0301,2023-04-20 07:25:24.324324,North,Sports,271.95,4,0.05,1033.41
ORD-0302,2023-04-20 16:10:05.405405,East,Sports,167.31,7,0.0,1171.17
ORD-0303,2023-04-21 00:54:46.486486,North,Electronics,1260.16,9,0.0,11341.44
ORD-0304,2023-04-21 09:39:27.567567,East,Sports,178.09,2,0.0,356.18
ORD-0305,2023-04-21 18:24:08.648648,South,Food & Beverage,8.48,3,0.05,24.17
ORD-0306,2023-04-22 03:08:49.729729,East,Furniture,111.37,4,0.15,378.66
ORD-0307,2023-04-22 11:53:30.810810,West,Electronics,496.97,1,0.0,496.97
ORD-0308,2023-04-22 20:38:11.891891,South,Furniture,543.43,7,0.2,3043.21
ORD-0309,2023-04-23 05:22:52.972972,West,Sports,240.47,2,0.05,456.89
ORD-0310,2023-04-23 14:07:34.054054,North,Sports,259.33,5,0.0,1296.65
